"pair.no" "ind1.id" "ind2.id" "group" "trioml" "wang" "lynchli" "lynchrd" "ritland" "quellergt" "dyadml"
"1103" 1103 "457" "464" "4546" 0 -0.0489 -0.0441 -0.0297 -0.05 -0.0604 0
"1104" 1104 "457" "472" "4547" 0 -0.0391 -0.0223 -0.0264 -0.0416 -0.0391 0
"1105" 1105 "457" "1091" "4510" 0 -0.0254 -0.0218 -0.0272 -0.049 -0.0399 0
"1106" 1106 "457" "448" "4544" 0 -0.0431 -0.0473 -0.034 -0.0517 -0.0676 0
"1107" 1107 "457" "461" "4546" 0 -0.0341 -0.033 -0.031 -0.0431 -0.0488 0
"1108" 1108 "1084" "451" "1045" 0 -0.0431 -0.0383 -0.0551 -0.052 -0.0612 0
"1109" 1109 "1084" "464" "1046" 0 -0.0584 -0.0553 -0.0611 -0.0618 -0.0705 0
"1110" 1110 "1084" "472" "1047" 0 -0.0702 -0.0606 -0.0693 -0.0597 -0.0725 0
"1111" 1111 "1084" "1091" "1010" 0 -0.043 -0.0361 -0.0535 -0.0498 -0.0527 0
"1112" 1112 "1084" "448" "1044" 0 -0.0328 -0.0361 -0.0586 -0.049 -0.0592 0
"1113" 1113 "1084" "461" "1046" 0 -0.0396 -0.0383 -0.0606 -0.0504 -0.0499 0
"1114" 1114 "451" "464" "4546" 0 0.4419 0.4392 0.6367 1.0221 0.4429 0
"1115" 1115 "451" "472" "4547" 0 0.0569 0.0467 0.4673 0.6786 0.075 0
"1116" 1116 "451" "1091" "4510" 0 0.0896 0.0802 0.4746 0.6848 0.1016 0
"1117" 1117 "451" "448" "4544" 0 -0.0244 -0.0292 0.0026 0.0028 0.0106 0
"1118" 1118 "451" "461" "4546" 0 -0.0493 -0.0505 -0.0096 -0.0101 -0.0084 0
"1119" 1119 "464" "472" "4647" 0 0.0055 0 0.4206 0.6197 0.0345 0
"1120" 1120 "464" "1091" "4610" 0 0.0151 0.0042 0.4268 0.617 0.0267 0
"1121" 1121 "464" "448" "4644" 0 -0.0155 -0.0202 0.0012 0.001 0.0079 0
"1122" 1122 "464" "461" "4646" 0 -0.0432 -0.0468 0.0078 0.0118 -0.0113 0
"1123" 1123 "472" "1091" "4710" 0 0.1689 0.1641 0.4899 0.7783 0.1828 0
"1124" 1124 "472" "448" "4744" 0 -0.0582 -0.06 -0.0034 0.0051 -0.0161 0
"1125" 1125 "472" "461" "4746" 0 -0.048 -0.0526 0.0053 0.0131 -0.0175 0
"1126" 1126 "1091" "448" "1044" 0 -0.0405 -0.0468 0.008 0.0126 -0.0239 0
"1127" 1127 "1091" "461" "1046" 0 -0.0516 -0.0627 -0.0118 -0.0201 -0.0338 0
"1128" 1128 "448" "461" "4446" 0 0.2465 0.2411 0.2139 0.2872 0.2622 0
